index,lyrics_features,moods
7130,hoy te visto tus libro caminando y tu carita coqueta colegiala mi amor tu sonri sin pensar que al mirart solo porqu estoy sufriendo colegiala mi amor 0 hoy te visto tus libro caminando y tu carita coqueta colegiala mi amor tu sonri sin pensar que al mirart solo porqu estoy sufriendo colegiala mi amor colegiala colegiala colegiala linda colegiala colegiala sea tan coqueta colegiala decirm que si x2 hoy te visto tus libro caminando y tu carita coqueta colegiala mi amor tu sonri sin pensar que al mirart solo porqu estoy sufriendo colegiala mi amor hoy te visto tus libro caminando y tu carita coqueta colegiala mi amor tu sonri sin pensar que al mirart solo porqu estoy sufriendo colegiala mi amor colegiala colegiala colegiala linda colegiala colegiala sea tan coqueta colegiala decirm que si x2 colegiala colegiala colegiala linda colegiala colegiala sea tan coqueta colegiala decirm que si x2 mambo hoy te visto tus libro caminando y tu carita coqueta colegiala mi amor tu sonri sin pensar que al mirart solo porqu estoy sufriendo colegiala mi amor colegiala colegiala colegiala linda colegiala colegiala sea tan coqueta colegiala decirm que si x2 colegiala colegiala colegiala linda colegiala colegiala sea tan coqueta colegiala decirm que si x4,happy
7132,ve got look eye s work overtim worri m gonna spend life s late s late oh s late start pick fight said ya ya ya go ya go ya go caus m right yeah t wait t wait t wait just minut just minut come chorus need air breath need space just leav caus m colder colder said m colder m someday ll someday ll unwant hide ll shelter deep mind wait t wait caus ain t readi lay line shake shake chill spine ve got chill yeah spine babi time chill bone chill way way ve way cope everyday rais hand understand chorus smile s just phase yeah phase,aggressive
7136,east west agre general gave gather troop border gun readi drawn aim pray god bless strength courag artilleri lit sky peopl sang protest song tri stop soldier s gun protest song respons militari aggress protest song tri stop soldier s gun battl rage siren fill air ground shook war civilian casualti cost predetermin interview report victim plead frustrat claim war reason bureaucrat engag debat tri reach resolut peopl sang protest song tri stop soldier s gun protest song respons militari aggress protest song tri stop soldier s gun battl rage broadcast like prayer went unansw ignor god like rest world just watch silenc purpos serv fortun earn peac call stop fight sang protest song respons militari aggress protest song tri stop soldier s gun battl rage,aggressive
7155,street m stalk night hear heavi breath paid kill doesn t right t believ voic call insid head hear hear vanish memori thing said t tri hurt shot dark step away just shot dark creep alright taught power preach hear reason wouldn t listen learnt fight open mind treason just like wound s late ll rememb ll surrend care peopl hate underestim shot dark step away just shot dark just shot dark creep alright just like wound s late ll rememb ll surrend care peopl hate underestim shot dark step away just shot dark just shot dark creep alright just shot dark just shot dark just shot dark just shot dark,aggressive
7159,tongu bore numb terror toma carcinoma speak shallow opinion acid fetish toy shape look beauti derang debauch denud stainless steel cot enter herr surgeon bowi knife play join dot vena cava heart starter doctor fist juda kiss writh carcass new lazarus raven blood razor devil child drug aristocrat complet fuck formal heiress tantrum psycho gun finger heresi clean poison cut tongu heart remov neat bowi knife pick blade join dot vena cava heart starter doctor rip vena cava open heart starter tear doctor insan,aggressive
7162,m come man size skin aliv want fit ve got man size m head handsom got leather boot got girl s wow cast iron knicker man size need shout hear hear m man size man size ll measur time ll measur height ll calcul birthrit good lord m big m head man size got leather boot got girl s wow cast iron knicker man size need shout hear hear babe look cool neat m pretti sure good eat man size need shout let let hang m man size man size x7 silenc ladi head girl head dous hair gasolin set light set free silenc ladi head girl head dous hair gasolin set light set free,aggressive
7164,neon light flash bright puls white eye look away feel asham swallowd crowd s war shape dancefloor search shrapnel love lost despair just like despair just like,aggressive
7165,talk free door lock just restaur s got glass tabl watch eat just t stop saturday window shop rack shelv just thousand reflect sweet self self self mirror bathroom mirror bathroom mirror bathroom recompens crime self defens cure whisper make sens drift gentl mental ill talk free door lock just restaur s got glass tabl watch eat mirror bathroom,happy
7167,s love rock n roll woah s love get stone woah s love jani jone woah don t like bore job s love rock n roll woah s love get stone woah s love jani jone woah don t like bore job know d got know s gonna fun lucki ladi even come job ll car s love rock n roll woah s love get stone woah s love jani jone woah don t like bore job tray lot work boss firm think shirk s just like s got ford corrina just won t run fuel jacko s love rock n roll woah s love get stone woah s love jain jone woah don t like bore job invoic don t quit fit s payola alphabet file cept govern man s just realli gonna boss gonna realli let know exact feel s pretti bad s love rock n roll woah s love get stone woah s love jani jone woah don t like bore job let know let know,aggressive
7188,heaven west jamaica true ridg mountain shine minko river friend older ridg younger mountain blowin like breez countri road home place belong west jamaica ol momma home countri road heard voic mornin hour call said son remind home far away drivin road feel sick sure did oh yesterday yesterday memori oh gather round old ladi stranger blue water dark dusti paint sky misti tast moonshin tear gone eye countri road home place belong west jamaica momma won t home countri road repeat,happy
7193,today gone tomorrow buzz guy like bee flower yeah ve t m way sight m way mind fli high gonna way die m way head life citi gonna spin big citi woman m gonna flick town babi ve m gonna live m way sight m way mind fli high gonna way die m way m way citi babi ve im gonna live m way sight m way mind fli high gonna way die m way m way m way,happy
7194,1 2 3 good love good love good love good love feel bad ask famili doctor just said dr dr mr m d dr tell s ail dr said yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yes realli need good love gimm good good lovin good love need love good love good good lovin babi good love honey squeez tight squeez tight don t want babi feel alright said babi babi s sure s sure got fever yeah got cure got cure everybodi yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yes realli need good love come gimm lovin good love need lovin good love good good lovin babi good love bridg good love good love good love need love good love want love good love lovin earli morn good love lovin late night good love love love good love love love love love love,happy
7201,lack miner vitamin iron niacin fuck offend rapper sit m bout begin bout foul talk sqwak walk walk destin test arrest album manifest thing saw did heard told hand word mouth s futur fusion changer rapper danger use wit remaind missil aim blow frame limb maim sucker gab killer instinct turn bitch knowin damn lack divis conniseur crackin head 4 4 realiz sucka comin like noah sendin perpetratin facadin consid imag just scrimmag m feel m stone caus bop wear cap cock emot harder rock pose lyric realli ain t true feel slick rick song hey young world time s limit hard rock speakin tongu did admit bit caus man gain platinum iron research analyz write stuff fantas m fed bull focus weed clip glock gettin cock wax bein flip s old old just strain anal contact com pex vex puhsin lyin know live know folk sucka kid persona s drama acquir high school actin class aura plexi glass s face told shot kid week park s lie church mom know yo slow roll good guy lackin thing call rappin just dough cours gotta pay rent money connect uhh d broke lot respect s princip rush bust dope line oral mayb somebodi ll quot s consid real field music instead puttin brain cell work abus non conceptu non except everybodi s crime relat sexual m make differ riffin trap stickin rapper stop flippin pose lyric realli ain t true feel slick rick song hey young world time s limit hard rock,aggressive
7210,y pensar que tengo sus beso pesar que muero por ella tan solo conformo verla sabiendo que puedo tenerla mientra el le niega su carino yo muero por su caminar aunqu mi amor es correspondido es pecado pued fallar y yo la quiero mas la adoro mas ella es mi amor y yo muero por tenerla aqui conmigo y yo la quiero mas la adoro mas ella es mi amor y yo muero por tenerla aqui conmigo nena yo te voy amar mucho mas mamacita vamo gozar son las 8 colombia y sabido su amor florec aunqu ella esta comprometida pue su vida lleva compartida alguien que le sabe amar mientra el le niega su carino yo muero por poderla amar tal vez llegu tard en su vida y su amor lo puedo alcanzar y yo la quiero mas la adoro mas ella es mi amor y yo muero por tenerla aqui conmigo y yo la quiero mas la adoro mas ella es mi amor y yo muero por tenerla aqui conmigo son las 8 colombia mamita cuanto te quiero mientra el le niega su carino yo muero por poderla amar tal vez llegu tard en su vida y su amor lo puedo alcanzar y yo la quiero mas la adoro mas ella es mi amor y yo muero por tenerla aqui conmigo y yo la quiero mas la adoro mas ella es mi amor y yo muero por tenerla aqui conmigo,happy
